path,result
00101_00001_000005_0_0_1_0.jpg,0
00101_00001_000025_1_18_0_0.jpg,0
00101_00001_000021_1_20_1_1.jpg,2
00101_00001_000021_0_0_21_0.jpg,0
00101_00001_000017_0_10_1_0.jpg,0
00101_00001_000019_0_0_1_1.jpg,1
00101_00001_000011_1_22_0_1.jpg,1
00101_00001_000001_0_0_16_0.jpg,0
00101_00001_000008_0_0_19_0.jpg,0
00101_00001_000002_1_15_0_0.jpg,0
00101_00001_000021_1_23_0_1.jpg,2
00101_00001_000003_0_0_2_0.jpg,0
00101_00001_000014_0_0_8_0.jpg,0
00101_00001_000023_0_0_12_0.jpg,0
00101_00001_000007_0_0_9_0.jpg,0
00101_00001_000010_0_0_3_0.jpg,0
00101_00001_000002_1_16_1_0.jpg,0
00101_00001_000022_1_18_0_0.jpg,0
00101_00001_000022_0_9_1_0.jpg,0
00101_00001_000009_0_0_7_0.jpg,0
00101_00001_000016_1_22_0_1.jpg,0
00101_00001_000006_0_0_16_0.jpg,0
00101_00001_000010_0_10_1_0.jpg,0
00101_00001_000019_0_0_11_0.jpg,0
00101_00001_000007_1_25_1_0.jpg,0
00101_00001_000014_0_4_0_1.jpg,1
00101_00001_000007_0_7_0_1.jpg,1
00101_00001_000020_0_11_1_0.jpg,0
00101_00001_000024_0_1_4_0.jpg,0
00101_00001_000024_0_0_12_0.jpg,0
00101_00001_000012_1_19_0_0.jpg,0
00101_00001_000009_0_13_1_1.jpg,1
00101_00001_000005_1_16_1_0.jpg,0
00101_00001_000015_0_1_3_0.jpg,0
00101_00001_000012_0_0_10_0.jpg,0
00101_00001_000013_0_2_1_0.jpg,0
00101_00001_000004_0_0_18_0.jpg,0
00101_00001_000015_1_25_1_1.jpg,1
00101_00001_000006_0_1_2_0.jpg,0
00101_00001_000024_0_0_0_1.jpg,1
00101_00001_000015_0_2_2_0.jpg,0
00101_00001_000013_0_1_0_0.jpg,0
00101_00001_000006_0_2_3_0.jpg,0
00101_00001_000015_0_0_10_0.jpg,0
00101_00001_000003_0_0_18_0.jpg,0
00101_00001_000019_0_1_5_0.jpg,0
00101_00001_000012_1_25_1_1.jpg,1
00101_00001_000010_1_15_0_1.jpg,1
00101_00001_000002_0_6_0_1.jpg,1
00101_00001_000021_0_0_4_0.jpg,0
00101_00001_000007_1_19_0_1.jpg,1
00101_00001_000003_1_21_1_0.jpg,0
00101_00001_000003_0_9_0_1.jpg,1
00101_00001_000011_0_5_0_1.jpg,1
00101_00001_000009_1_16_0_0.jpg,0
00101_00001_000022_1_24_1_1.jpg,1
00101_00001_000020_1_14_0_1.jpg,1
00101_00001_000010_0_9_1_0.jpg,0
00101_00001_000002_0_5_1_0.jpg,0
00101_00001_000012_1_26_0_0.jpg,0
00101_00001_000010_1_16_1_0.jpg,0
00101_00001_000016_0_1_4_0.jpg,0
00101_00001_000020_1_17_1_0.jpg,0
00101_00001_000009_1_15_1_1.jpg,1
00101_00001_000013_0_0_16_0.jpg,0
00101_00001_000003_1_22_0_1.jpg,1
00101_00001_000001_0_28_0_1.jpg,1
00101_00001_000005_0_1_5_0.jpg,0
00101_00001_000005_0_10_1_0.jpg,0
00101_00001_000011_0_6_1_0.jpg,0
00101_00001_000025_1_24_1_0.jpg,0
00101_00001_000009_0_2_2_0.jpg,0
00101_00001_000004_1_21_1_1.jpg,1
00101_00001_000009_0_1_3_0.jpg,0
00101_00001_000024_0_3_1_0.jpg,0
00101_00001_000006_0_28_0_1.jpg,1
00101_00001_000002_0_10_1_0.jpg,0
00101_00001_000014_0_0_16_0.jpg,0
00101_00001_000022_0_0_3_0.jpg,0
00101_00001_000004_1_22_0_1.jpg,1
00101_00001_000007_1_26_0_1.jpg,1
00101_00001_000022_0_31_0_1.jpg,1
00101_00001_000022_0_0_14_0.jpg,0
00101_00001_000016_1_21_1_0.jpg,0
00101_00001_000013_0_0_4_0.jpg,0
00101_00001_000023_0_5_0_1.jpg,1
00101_00001_000006_0_0_6_0.jpg,0
00101_00001_000005_1_15_0_1.jpg,1
00101_00001_000006_0_8_0_0.jpg,0
00101_00001_000008_0_4_0_1.jpg,1
00101_00001_000009_0_10_0_0.jpg,0
00101_00001_000016_0_0_18_0.jpg,0
00101_00001_000009_0_8_1_1.jpg,1
