donaldj.trump/michaelr.pence, 0
corygardner(rep), 1
laurenboebert(rep), 2
joycerankin(rep), 3
jonathanambler(rep), 4
blankcontest, 5
yes/for, 6
no/against, 7
josephr.biden/kamalad.harris, 8
johnw.hickenlooper(dem), 9
dianee.mitschbush(dem), 10
maylingsimpson(dem), 11
bribuentello(dem), 12
jeffchostner(dem), 13
eppiegriego(dem), 14
garrisonortiz(dem), 15
raymonanthonydoane(lbr), 16
johnryankeil(lbr), 17
write-in, 18
stephanieluck(rep), 19
donalde.valdez(dem), 20
daneyaesgar(dem), 21
cleavesimpson(rep), 22
johnpickerill(lbr), 23
logantaggart(rep), 24
carlosr.lopez(dem), 25
crittermilton(uni), 26
danieldoyle(apv), 27
kanyewest/michelletidball, 28
jojorgensen/jeremy"spike"cohen, 29
stephan"seku"evans(uni), 30
write-in‘johnryankeil’, 31
donblankenship/williammohr, 32
howiehawkins/angelanicolewalker, 33
write-in'mickey', 34
joemchugh/elizabethstorm, 35
brockpierce/karlaballard, 36
philcollins/billyjoeparker, 37
billhammons/ericbodenstab, 38
princesskhadijahmaryamjacob-fambro/khadijahmaryamjacobsr., 39
briancarroll/amarpatel, 40
roque"rocky"delafuente/darcyg.richardson, 41
josephkishore/norissasantacruz, 42
glorialariva/sunilfreeman, 43
kylekenleykopitke/nathanrevosorenson, 44
markcharles/adrianwallace, 45
write-in'frankrodgers', 46
write-in'adolphvigil’, 47
blakehuber/frankatwood, 48
dariohunter/dawnneptuneadams, 49
alysonkennedy/malcolmjarrett, 50
write-in'jdglisson', 51
write-in'katherinb’, 52
write-in'adolfvihil'’, 53
jordan"cancer"scott/jennifertepool, 54
write-in'jurtschmickens', 55
write-in‘none’, 56
write-in'trump', 57
write-injamesdickinson’, 58
write-injeremyvesser’, 59
write-in'edwinwieger', 60
write-in'anyoneelse’, 61
write-in'alansonkilburncleveland', 62
write-in‘no’, 63
write-in‘joshleemuller’, 64
write-in'snoopy', 65
write-in'adolfvigil’, 66
write-in'adolhvigil’, 67
write-in'esequielfonseca’, 68
write-in'stevenjpadilla’, 69
write-in'raymanquiales', 70
write-in'adolphmichaelvigil’, 71
write-in‘jasoneberhardt’, 72
write-in'sethgraff’, 73
write-in'vigil’, 74
write-in'mickymouse', 75
write-injerimiahlundy’, 76
write-in'tishamauro', 77
write-in'tiffanystanley’, 78
write-in'walker', 79
write-in"williamearchuletta', 80
write-in'dennispearson’, 81
write-in'troystevens’, 82
write-injasonmclaughlin', 83
write-in'kirkm.taylor’, 84
write-in'rebeccaparker’, 85
write-in'andrewyang', 86
write-in'berniesanders', 87
write-in'chrisyoung', 88
write-in'bryant', 89
write-in'jurtschmikens', 90
write-in'geoffreyryder', 91
write-in'danikaemerson', 92
write-in"zacharyjameswest', 93
write-in'donaldduck’, 94
write-in'dwainejhonson', 95
write-in'christopheryoung', 96
write-in'andyroony', 97
write-in'caitlinfloyd', 98
write-in'scottlimardo', 99
write-in'raybernard’, 100
write-in'kevinlengele’, 101
write-in'jonnamcclure’, 102
write-in'mickeymouse’, 103
write-in'michaelahmay', 104
write-in'kevinlryder’, 105
write-injoesmith’, 106
write-in'taylorvoss', 107
write-in'laurenbobert', 108
write-in'notademocrat', 109
write-in‘levimartinez’, 110
write-in'mirandapinales', 111
write-in'suctioncupman', 112
write-in'chrismccallum', 113
write-in'rickewing’, 114
write-in'andydiaz’, 115
write-in‘philipjamesaugust’, 116
write-in'garyshearer', 117
write-in'ellenbarnett’, 118
write-in'travisbarker’, 119
write-in'noone’, 120
write-in'garyeshearer’, 121
write-injesuschrist’, 122
write-in'raydelao', 123
write-in"jimfulton, 124
write-in'charleschaffin’, 125
write-in'bettywhite’, 126
write-in'nochoicehere’, 127
write-in'jesus', 128
write-in'davidheath’, 129
write-in‘joshuamaes', 130
write-injusticejessecedillo', 131
write-in'republicn', 132
write-injeremyamendola', 133
write-in'steverodriguez’, 134
write-in'bryanporter’, 135
