1,1,0
1,2,1
1,3,2
1,4,3
1,5,4
1,6,5
1,7,1
1,8,6
1,9,0
1,10,7
1,11,8
1,12,9
1,13,1
1,14,10
1,15,4
1,16,3
1,17,11
1,18,4
1,19,10
1,20,1
1,21,12
1,22,13
1,23,12
1,24,1
1,25,14
1,26,15
1,27,14
1,28,16
1,29,17
1,30,5
1,31,5
1,32,18
1,33,1
1,34,19
1,35,20
1,36,14
1,37,21
1,38,10
1,39,21
1,40,16
1,41,6
1,42,22
1,43,5
1,44,20
1,45,23
1,46,20
1,47,18
1,48,11
1,49,15
1,50,20
1,51,17
1,52,24
1,53,6
1,54,12
1,55,1
1,56,1
1,57,18
1,58,16
1,59,25
1,60,11
1,61,20
1,62,5
1,63,20
1,64,1
1,65,21
1,66,11
1,67,11
1,68,16
1,69,16
1,70,26
1,71,14
1,72,4
1,73,16
1,74,16
1,75,20
1,76,11
1,77,11
1,78,27
1,79,28
1,80,28
1,81,20
1,82,5
1,83,11
1,84,17
1,85,27
1,86,16
1,87,23
1,88,5
1,89,29
1,90,5
1,91,6
1,92,14
1,93,11
1,94,5
1,95,11
2,1,24
2,2,16
2,3,1
2,4,1
2,5,3
2,6,3
2,7,30
2,8,19
2,9,1
2,10,13
2,11,14
2,12,14
2,13,14
2,14,12
2,15,26
2,16,14
2,17,14
2,18,13
2,19,20
2,20,26
2,21,31
2,22,21
2,23,32
2,24,26
2,25,0
2,26,33
2,27,1
2,28,1
2,29,1
2,30,1
2,31,16
2,32,9
2,33,4
2,34,22
2,35,18
2,36,5
2,37,4
2,38,5
2,39,20
2,40,14
2,41,12
2,42,11
2,43,34
2,44,18
2,45,3
2,46,18
2,47,35
2,48,7
2,49,20
2,50,19
2,51,1
2,52,20
2,53,12
2,54,24
2,55,20
2,56,5
2,57,1
2,58,36
2,59,24
2,60,21
2,61,21
2,62,37
2,63,1
2,64,4
2,65,20
2,66,18
3,1,38
3,2,7
3,3,14
3,4,16
3,5,0
3,6,3
3,7,5
3,8,5
3,9,18
3,10,9
3,11,22
3,12,5
3,13,20
3,14,20
3,15,20
3,16,39
3,17,1
3,18,7
3,19,29
3,20,13
3,21,8
3,22,7
3,23,40
3,24,4
3,25,37
3,26,11
3,27,17
3,28,30
3,29,0
3,30,5
3,31,18
3,32,14
3,33,20
3,34,33
3,35,16
3,36,1
3,37,1
3,38,14
3,39,11
3,40,11
3,41,14
3,42,14
3,43,20
3,44,12
3,45,40
3,46,21
3,47,20
3,48,32
3,49,6
4,1,0
4,2,11
4,3,18
4,4,21
4,5,4
4,6,7
4,7,7
4,8,5
4,9,21
4,10,21
4,11,0
4,12,7
4,13,6
4,14,1
4,15,20
4,16,5
4,17,39
4,18,41
4,19,4
4,20,39
4,21,39
4,22,39
4,23,39
4,24,42
4,25,39
4,26,39
4,27,33
4,28,43
4,29,20
4,30,15
4,31,9
4,32,16
4,33,25
4,34,17
4,35,1
4,36,0
4,37,43
4,38,20
4,39,33
4,40,1
4,41,7
4,42,1
4,43,16
4,44,5
4,45,20
4,46,20
4,47,5
4,48,44
4,49,1
4,50,25
4,51,27
4,52,27
4,53,41
4,54,11
4,55,5
4,56,12
4,57,20
4,58,16
4,59,5
4,60,20
4,61,1
4,62,0
4,63,5
4,64,40
4,65,3
4,66,12
4,67,12
4,68,33
4,69,21
4,70,13
4,71,17
4,72,5
4,73,11
4,74,16
4,75,20
4,76,7
4,77,18
4,78,14
4,79,1
4,80,14
4,81,7
4,82,5
4,83,1
4,84,25
4,85,1
4,86,1
4,87,14
4,88,13
4,89,2
4,90,6
4,91,21
4,92,7
4,93,19
4,94,7
4,95,22
4,96,1
4,97,8
4,98,21
4,99,21
5,1,1
5,2,7
5,3,14
5,4,40
5,5,1
5,6,4
5,7,20
5,8,7
5,9,16
5,10,33
5,11,1
5,12,20
5,13,20
5,14,20
5,15,24
5,16,20
5,17,20
5,18,1
5,19,41
5,20,1
5,21,1
5,22,1
5,23,20
5,24,12
5,25,1
5,26,20
5,27,21
5,28,20
5,29,7
5,30,21
5,31,18
5,32,13
5,33,1
5,34,1
5,35,20
5,36,43
5,37,24
5,38,21
5,39,1
5,40,21
5,41,1
5,42,21
5,43,14
5,44,16
5,45,1
5,46,34
5,47,4
5,48,20
5,49,7
5,50,21
6,1,7
6,2,16
6,3,14
6,4,12
6,5,23
6,6,38
6,7,45
6,8,23
